sku,qty
A-2203,2
A-2771,1
A-2606,1
A-2307,1
A-2207,1
A-2633,1
A-2332,1
A-2182,1
A-2248,2
A-2200,1
A-5589,2
A-2563,2
A-2939,1
A-157,2
A-111,1
A-5555,1
A-550,1
A-525,1
A-553,2
A-3931,2
A-1138,1
